brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
mahindra,thar,manual,4,diesel,2184,11003,1,1231000,,,,,
hyundai,verna,manual,6,petrol,1591,66936,1,786000,,,,,
tata,harrier,manual,2,diesel,1956,27990,1,1489000,,,,,
honda,city,automatic,1,petrol,1498,5061,1,1227000,,,,,
ford,ecosport,manual,3,diesel,1498,23480,1,887000,,,,,
honda,wr-v,manual,3,petrol,1199,44787,1,796000,,,,,
tata,punch,manual,2,petrol,1199,450,1,813000,,,,,
tata,nexon,automatic,4,diesel,,59866,1,728000,,,,,
mahindra,xuv700,automatic,2,diesel,2184,62567,1,2322000,,,,,
ford,ecosport,automatic,5,petrol,1497,58503,1,766000,,,,,
maruti,dzire,manual,6,petrol,1197,58159,1,471000,,,,,
hyundai,grand,manual,1,petrol,1197,15568,1,689000,,,,,
tata,tiago,manual,1,petrol,1199,6676,1,536000,,,,,
hyundai,creta,manual,6,petrol,,59085,1,823000,,,,,
maruti,alto,manual,6,petrol,998,52966,1,310000,,,,,
hyundai,verna,manual,4,diesel,1582,60592,1,993000,,,,,
maruti,alto,automatic,10,petrol,998,71297,1,265000,,,,,
honda,amaze,manual,2,petrol,1199,15935,1,699000,,,,,
kia,seltos,manual,3,diesel,1493,71040,1,980000,,,,,
hyundai,grand,manual,1,petrol,1197,2850,1,710000,,,,,
mg,hector,automatic,2,petrol,1451,26999,1,1652000,,,,,
tata,tigor,manual,1,petrol,1199,12096,1,590000,,,,,
honda,city,automatic,7,petrol,1497,65434,2,787000,,,,,
hyundai,verna,manual,4,diesel,1493,48995,1,1060000,,,,,
ford,freestyle,manual,6,petrol,1194,66584,1,495000,,,,,
maruti,ciaz,manual,4,petrol,1462,24961,1,878000,,,,,
maruti,dzire,manual,5,petrol,1197,33972,1,514000,,,,,
tata,tiago,manual,2,cng,1199,22874,1,684000,,,,,
maruti,dzire,manual,5,petrol,1197,109938,1,584000,,,,,
maruti,alto,manual,5,petrol,796,60452,1,316000,,,,,
maruti,celerio,automatic,8,petrol,998,32747,1,394000,,,,,
kia,carens,automatic,2,diesel,1493,34694,1,1654000,,,,,
maruti,ignis,manual,5,petrol,1197,51244,1,472000,,,,,
renault,triber,manual,1,petrol,999,6843,1,636000,,,,,
ford,ecosport,automatic,5,petrol,1496,20751,1,806000,,,,,
tata,punch,automatic,1,petrol,1199,16393,1,668000,,,,,
honda,city,automatic,7,petrol,1497,74671,1,832000,,,,,
hyundai,verna,manual,7,petrol,1591,94020,1,819000,,,,,
mahindra,xuv500,automatic,3,diesel,2179,25366,1,1400000,,,,,
maruti,s,manual,4,cng,998,75502,1,432000,,,,,
tata,nexon,manual,2,petrol,1199,22894,1,941000,,,,,
tata,tiago,manual,4,petrol,1199,42313,2,456000,,,,,
tata,altroz,manual,4,petrol,1199,58047,1,590000,,,,,
maruti,ciaz,manual,6,petrol,1462,76120,1,721000,,,,,
hyundai,xcent,manual,7,petrol,1197,60964,1,449000,,,,,
tata,tiago,manual,1,petrol,1199,17297,1,574000,,,,,
renault,triber,manual,4,petrol,999,34646,1,594000,,,,,
maruti,ciaz,automatic,6,petrol,1462,45254,2,687000,,,,,
maruti,ciaz,automatic,2,petrol,1462,24062,1,1041000,,,,,
hyundai,grand,manual,8,petrol,1197,28221,1,456000,,,,,
maruti,xl6,manual,2,petrol,1462,43830,1,1196000,,,,,
maruti,wagon,automatic,8,petrol,998,21218,1,375000,,,,,
hyundai,new,manual,4,cng,1086,62996,1,504000,,,,,
maruti,xl6,automatic,2,petrol,1462,40395,2,1152000,,,,,
maruti,baleno,automatic,7,petrol,1197,42752,1,567000,,,,,
maruti,ciaz,manual,5,petrol,1462,59733,1,751000,,,,,
maruti,ciaz,manual,7,petrol,1373,92389,1,607000,,,,,
hyundai,venue,manual,4,petrol,998,36125,1,864000,,,,,
maruti,ciaz,manual,4,petrol,1462,26202,1,825000,,,,,
volkswagen,virtus,manual,2,petrol,999,27653,1,918000,,,,,
honda,city,automatic,8,petrol,1497,61033,2,572000,,,,,
kia,sonet,manual,1,petrol,1197,7907,1,898000,,,,,
mg,hector,manual,4,petrol,1451,26793,1,1135000,,,,,
volkswagen,virtus,automatic,1,petrol,999,9083,1,1383000,,,,,
tata,tiago,manual,6,petrol,1199,50015,2,371000,,,,,
nissan,magnite,manual,2,petrol,999,22517,1,562000,,,,,
skoda,rapid,automatic,7,petrol,1598,100001,2,546000,,,,,
maruti,swift,manual,1,petrol,1197,14887,1,638000,,,,,
honda,amaze,manual,4,petrol,1199,48004,2,493000,,,,,
maruti,ertiga,manual,12,petrol,1373,52706,2,330000,,,,,
toyota,yaris,manual,4,petrol,1496,37628,1,803000,,,,,
datsun,go,manual,6,cng,1198,23055,2,331000,,,,,
maruti,alto,manual,1,petrol,998,14943,1,445000,,,,,
nissan,magnite,manual,2,petrol,999,20338,1,548000,,,,,
hyundai,new,automatic,0,petrol,,3295,1,974000,,,,,
mahindra,kuv,manual,4,petrol,1198,19376,1,474000,,,,,
nissan,magnite,manual,2,petrol,999,31760,1,556000,,,,,
mahindra,xuv700,manual,3,petrol,1997,37303,1,1473000,,,,,
maruti,baleno,manual,2,petrol,1197,25782,1,657000,,,,,
hyundai,venue,manual,2,petrol,1197,25523,1,909000,,,,,
hyundai,creta,manual,2,petrol,1497,19352,1,1103000,,,,,
honda,city,manual,3,petrol,1498,28398,1,1078000,,,,,
maruti,dzire,manual,7,petrol,1197,22148,1,467000,,,,,
hyundai,verna,manual,11,petrol,1591,75331,1,378000,,,,,
honda,amaze,manual,4,petrol,1199,52036,1,573000,,,,,
maruti,swift,manual,2,petrol,1197,24626,1,757000,,,,,
maruti,vitara,automatic,5,diesel,1248,86677,1,632000,,,,,
nissan,magnite,manual,2,petrol,999,18222,1,614000,,,,,
honda,city,manual,3,petrol,1498,5404,1,1251000,,,,,
maruti,baleno,manual,4,petrol,1197,72471,2,572000,,,,,
renault,kwid,automatic,7,petrol,999,47819,2,292000,,,,,
volkswagen,ameo,manual,6,petrol,999,40904,1,471000,,,,,
maruti,celerio,manual,2,petrol,998,12708,1,494000,,,,,
nissan,magnite,manual,2,petrol,999,36341,1,551000,,,,,
maruti,ignis,manual,2,petrol,1197,17745,1,525000,,,,,
nissan,magnite,manual,3,petrol,999,30455,1,522000,,,,,
hyundai,grand,manual,6,petrol,1197,40398,1,396000,,,,,
maruti,wagon,manual,7,petrol,998,60446,1,350000,,,,,
renault,kwid,manual,8,petrol,999,20709,1,262000,,,,,
honda,city,manual,7,petrol,1497,78608,1,578000,,,,,
datsun,redi,manual,6,petrol,799,84695,1,207000,,,,,
maruti,wagon,manual,6,cng,998,56257,1,367000,,,,,
maruti,swift,manual,6,petrol,1197,27356,2,569000,,,,,
maruti,ciaz,manual,5,diesel,1498,61329,1,702000,,,,,
hyundai,venue,manual,4,diesel,1396,46446,1,734000,,,,,
renault,kwid,automatic,7,petrol,999,41308,3,285000,,,,,
tata,tiago,manual,6,petrol,1199,94259,1,384000,,,,,
honda,jazz,manual,8,petrol,1199,79166,1,382000,,,,,
hyundai,new,manual,5,petrol,1086,61839,2,397000,,,,,
maruti,baleno,manual,4,petrol,1197,46628,1,522000,,,,,
maruti,wagon,manual,6,cng,998,87192,1,374000,,,,,
tata,nexon,manual,2,diesel,1497,45834,1,804000,,,,,
maruti,ignis,manual,2,petrol,1197,18015,1,528000,,,,,
tata,nexon,manual,4,diesel,1497,52276,1,718000,,,,,
ford,freestyle,manual,6,petrol,1194,87411,2,442000,,,,,
maruti,ignis,manual,5,petrol,1197,47484,1,431000,,,,,
hyundai,venue,manual,3,petrol,1197,19866,1,765000,,,,,
maruti,alto,manual,1,petrol,998,21607,1,467000,,,,,
hyundai,grand,manual,9,petrol,1197,62536,1,311000,,,,,
mg,hector,manual,5,diesel,1956,33306,1,1286000,,,,,
hyundai,creta,automatic,5,diesel,1582,67168,1,1037000,,,,,
ford,ecosport,manual,5,diesel,1498,27603,3,670000,,,,,
maruti,baleno,manual,4,petrol,1197,36323,2,652000,,,,,
hyundai,tucson,manual,6,petrol,1999,43368,1,1225000,,,,,
hyundai,creta,manual,5,diesel,1396,51919,2,815000,,,,,
maruti,ciaz,manual,2,petrol,1462,15994,1,872000,,,,,
honda,city,manual,8,petrol,1497,72308,1,523000,,,,,
honda,amaze,manual,6,petrol,1199,27051,1,515000,,,,,
tata,tiago,manual,6,petrol,1199,35764,1,421000,,,,,
renault,kiger,manual,3,petrol,999,46375,2,654000,,,,,
kia,seltos,manual,5,petrol,,90505,1,980000,,,,,
mg,hector,automatic,5,petrol,1451,14172,1,1288000,,,,,
maruti,baleno,manual,4,petrol,1197,27841,1,581000,,,,,
tata,safari,manual,3,diesel,1956,30203,1,1546000,,,,,
maruti,ignis,manual,3,petrol,1197,25742,1,476000,,,,,
honda,amaze,manual,9,petrol,1198,91116,2,320000,,,,,
tata,altroz,manual,4,petrol,1199,30274,2,595000,,,,,
renault,kiger,automatic,3,petrol,999,30195,1,711000,,,,,
kia,seltos,manual,2,petrol,1497,51566,1,1162000,,,,,
kia,sonet,manual,2,petrol,998,4763,1,981000,,,,,
hyundai,new,manual,1,petrol,1197,20051,1,890000,,,,,
volkswagen,polo,manual,5,petrol,999,68763,1,534000,,,,,
hyundai,grand,manual,9,petrol,1197,63079,3,307000,,,,,
maruti,s,manual,2,petrol,1462,15983,1,852000,,,,,
maruti,baleno,manual,4,petrol,1197,55790,1,626000,,,,,
kia,seltos,manual,3,petrol,1497,38307,1,1058000,,,,,
nissan,magnite,automatic,2,petrol,999,18193,2,836000,,,,,
hyundai,venue,manual,5,petrol,998,57649,2,729000,,,,,
honda,amaze,automatic,1,petrol,1199,8376,1,816000,,,,,
renault,triber,manual,2,petrol,999,13196,1,690000,,,,,
maruti,ertiga,manual,12,petrol,1373,54751,1,407000,,,,,
datsun,go,manual,5,petrol,1198,27695,1,400000,,,,,
honda,city,manual,7,petrol,1497,102835,1,608000,,,,,
honda,amaze,manual,5,petrol,1199,37864,1,543000,,,,,
honda,city,automatic,7,petrol,1497,42012,1,814000,,,,,
hyundai,i20,manual,11,petrol,1197,31479,1,316000,,,,,
kia,seltos,manual,3,petrol,1497,26456,1,1221000,,,,,
toyota,urban,manual,3,petrol,1462,42381,1,862000,,,,,
renault,kwid,automatic,5,petrol,999,13568,1,386000,,,,,
maruti,ciaz,automatic,2,petrol,1462,21566,1,974000,,,,,
kia,seltos,manual,5,petrol,1497,85336,1,1032000,,,,,
maruti,swift,manual,9,petrol,1197,35817,1,377000,,,,,
hyundai,creta,manual,5,diesel,1582,72781,1,1114000,,,,,
jeep,compass,manual,4,petrol,1368,76041,1,1065000,,,,,
maruti,ciaz,manual,8,petrol,1373,60440,1,478000,,,,,
mahindra,xuv500,manual,5,diesel,2179,45984,1,1011000,,,,,
jeep,compass,manual,6,diesel,1956,53738,2,968000,,,,,
maruti,alto,manual,3,petrol,796,8945,1,364000,,,,,
kia,sonet,manual,4,diesel,1493,68421,1,811000,,,,,
tata,nexon,manual,3,petrol,1199,8119,1,858000,,,,,
mg,hector,automatic,5,petrol,1451,8797,1,1338000,,,,,
maruti,baleno,manual,7,petrol,1197,32348,1,476000,,,,,
honda,city,manual,7,petrol,1497,115810,1,583000,,,,,
mahindra,xuv300,manual,4,petrol,1197,40924,1,681000,,,,,
maruti,baleno,manual,8,petrol,1197,33099,1,473000,,,,,
mg,hector,automatic,4,petrol,1451,66590,1,1269000,,,,,
hyundai,creta,manual,4,petrol,1497,80554,2,968000,,,,,
kia,seltos,automatic,5,diesel,1493,51955,1,1266000,,,,,
hyundai,creta,automatic,8,petrol,1591,61059,3,715000,,,,,
tata,nexon,manual,1,petrol,1199,24415,1,969000,,,,,
maruti,dzire,manual,6,petrol,1197,65268,1,509000,,,,,
maruti,swift,manual,12,petrol,1197,34096,1,256000,,,,,
maruti,swift,manual,2,petrol,1197,35230,1,626000,,,,,
toyota,glanza,automatic,5,petrol,1197,55311,2,622000,,,,,
hyundai,creta,manual,4,petrol,1497,61464,1,1172000,,,,,
kia,seltos,manual,5,petrol,1497,32251,1,1127000,,,,,
maruti,baleno,automatic,2,petrol,1197,27052,1,817000,,,,,
kia,sonet,manual,2,petrol,998,22078,1,958000,,,,,
jeep,compass,manual,5,diesel,1956,93467,1,930000,,,,,
maruti,swift,manual,6,petrol,1197,21574,1,630000,,,,,
maruti,alto,manual,8,petrol,796,97698,2,220000,,,,,
mahindra,thar,automatic,3,petrol,1997,31332,1,1318000,,,,,
mahindra,thar,automatic,3,petrol,1997,25411,1,1365000,,,,,
hyundai,creta,automatic,5,petrol,1591,69534,1,1045000,,,,,
hyundai,elite,manual,10,petrol,1197,87564,1,443000,,,,,
honda,city,manual,4,petrol,,35169,1,923000,,,,,
hyundai,grand,manual,3,cng,1197,19115,1,610000,,,,,
maruti,xl6,automatic,2,petrol,,6753,1,1294000,,,,,
maruti,baleno,manual,5,petrol,1197,59602,2,563000,,,,,
kia,seltos,manual,5,petrol,1497,64349,1,1053000,,,,,
maruti,ciaz,manual,2,petrol,1462,35483,1,870000,,,,,
hyundai,grand,manual,6,cng,1197,87009,2,464000,,,,,
datsun,redi,manual,3,petrol,799,36150,1,314000,,,,,
honda,amaze,manual,6,cng,,76942,1,512000,,,,,
maruti,vitara,automatic,3,petrol,1462,29125,2,829000,,,,,
honda,city,manual,12,petrol,1497,77380,2,293000,,,,,
tata,tiago,automatic,7,petrol,1199,102235,1,374000,,,,,
hyundai,creta,manual,4,petrol,1497,14693,1,1124000,,,,,
renault,duster,manual,3,petrol,1330,50108,1,929000,,,,,
hyundai,creta,manual,5,petrol,1591,17333,1,886000,,,,,
hyundai,creta,manual,9,petrol,1591,102963,3,569000,,,,,
ford,ecosport,manual,4,diesel,1498,71807,2,679000,,,,,
tata,tiago,manual,4,petrol,1199,53413,1,505000,,,,,
maruti,swift,manual,9,petrol,1197,71287,2,338000,,,,,
renault,duster,manual,11,petrol,1598,77978,3,314000,,,,,
mahindra,xuv500,manual,5,diesel,2179,56200,1,949000,,,,,
maruti,baleno,manual,3,petrol,1197,11344,1,574000,,,,,
maruti,baleno,automatic,4,petrol,1197,15673,1,746000,,,,,
renault,kwid,automatic,4,petrol,999,45704,2,403000,,,,,
hyundai,creta,manual,8,cng,1591,84938,2,681000,,,,,
hyundai,verna,automatic,4,petrol,998,42349,2,1057000,,,,,
datsun,redi,manual,6,petrol,799,30684,1,231000,,,,,
maruti,vitara,automatic,3,petrol,1462,57060,1,808000,,,,,
volkswagen,polo,manual,6,petrol,999,96717,2,488000,,,,,
hyundai,grand,manual,7,petrol,1197,96739,1,374000,,,,,
hyundai,elite,manual,9,petrol,1197,38116,1,410000,,,,,
maruti,baleno,manual,4,petrol,1197,25069,1,570000,,,,,
kia,sonet,manual,4,petrol,998,37438,2,874000,,,,,
kia,seltos,automatic,5,petrol,1353,49161,1,1316000,,,,,
tata,tigor,manual,6,petrol,1199,60364,1,430000,,,,,
maruti,wagon,manual,7,cng,,81370,1,350000,,,,,
tata,tigor,automatic,6,petrol,1199,97131,1,443000,,,,,
mahindra,thar,automatic,3,petrol,1997,30914,1,1340000,,,,,
mahindra,xuv500,automatic,5,diesel,2179,36660,1,1262000,,,,,
maruti,swift,manual,7,petrol,1197,55771,1,403000,,,,,
kia,seltos,automatic,5,petrol,1353,24009,1,1405000,,,,,
ford,ecosport,manual,4,diesel,1498,62541,1,826000,,,,,
hyundai,venue,manual,5,petrol,998,17536,1,850000,,,,,
tata,nexon,manual,2,petrol,1199,21897,1,824000,,,,,
hyundai,grand,manual,9,petrol,1197,96142,1,322000,,,,,
maruti,ignis,automatic,3,petrol,1197,38768,1,668000,,,,,
renault,kwid,manual,3,petrol,,32589,1,349000,,,,,
kia,sonet,manual,2,petrol,998,29811,1,1024000,,,,,
volkswagen,vento,automatic,6,petrol,1197,106608,1,679000,,,,,
hyundai,venue,manual,3,petrol,998,39415,1,886000,,,,,
maruti,ignis,manual,3,petrol,1197,30314,1,592000,,,,,
mahindra,thar,automatic,2,petrol,1997,29045,1,1397000,,,,,
datsun,redi,manual,3,petrol,799,15680,1,304000,,,,,
honda,city,manual,8,petrol,1497,97885,2,551000,,,,,
nissan,magnite,manual,2,petrol,999,13843,1,553000,,,,,
datsun,go,manual,5,petrol,1198,30616,1,411000,,,,,
maruti,baleno,automatic,5,petrol,1197,36124,1,590000,,,,,
honda,amaze,automatic,1,petrol,1199,13137,1,917000,,,,,
tata,harrier,automatic,2,diesel,1956,27222,1,1765000,,,,,
maruti,ciaz,manual,5,petrol,1462,66068,1,663000,,,,,
maruti,wagon,manual,7,cng,998,110029,1,325000,,,,,
maruti,swift,manual,9,petrol,1197,65365,1,355000,,,,,
maruti,alto,manual,3,petrol,796,9171,2,358000,,,,,
tata,nexon,automatic,5,petrol,1198,61470,1,713000,,,,,
tata,altroz,automatic,2,petrol,1199,24933,1,789000,,,,,
maruti,dzire,manual,4,petrol,1197,61172,2,541000,,,,,
honda,amaze,manual,9,petrol,1198,44993,1,356000,,,,,
maruti,swift,manual,11,petrol,1197,61671,1,282000,,,,,
tata,nexon,automatic,2,petrol,1199,13124,1,967000,,,,,
maruti,new,manual,4,cng,998,18852,1,516000,,,,,
maruti,ciaz,automatic,7,cng,1373,90034,2,644000,,,,,
maruti,vitara,automatic,5,diesel,1248,59343,2,634000,,,,,
honda,amaze,manual,9,petrol,1198,41525,1,349000,,,,,
hyundai,creta,manual,8,petrol,1591,45368,1,655000,,,,,
maruti,ciaz,manual,10,petrol,1373,58546,1,404000,,,,,
hyundai,grand,manual,8,cng,1197,57121,3,396000,,,,,
tata,tigor,manual,3,petrol,1199,24927,1,515000,,,,,
mahindra,xuv300,manual,5,petrol,1197,39926,1,829000,,,,,
maruti,swift,manual,7,petrol,1197,61039,1,419000,,,,,
jeep,compass,manual,5,petrol,1368,59431,1,1149000,,,,,
maruti,ignis,automatic,2,petrol,1197,36051,1,663000,,,,,
honda,amaze,manual,8,petrol,1198,52996,1,410000,,,,,
maruti,baleno,manual,5,cng,1197,47849,2,537000,,,,,
maruti,swift,manual,9,petrol,1197,59365,1,372000,,,,,
tata,nexon,automatic,2,diesel,1497,19703,1,1053000,,,,,
renault,kwid,manual,4,petrol,799,62083,1,356000,,,,,
maruti,s,manual,4,petrol,998,15966,1,392000,,,,,
hyundai,elite,manual,8,petrol,1197,74240,1,448000,,,,,
nissan,magnite,automatic,2,petrol,999,42637,1,795000,,,,,
mg,hector,automatic,4,petrol,1451,50365,2,1246000,,,,,
tata,tigor,manual,4,petrol,1199,73158,1,479000,,,,,
hyundai,i20,manual,10,petrol,1197,78713,1,347000,,,,,
tata,nexon,manual,7,petrol,1198,82375,1,590000,,,,,
maruti,swift,manual,7,petrol,1197,23582,1,438000,,,,,
tata,tigor,manual,4,petrol,,38544,2,524000,,,,,
hyundai,new,manual,5,petrol,1086,49352,1,413000,,,,,
ford,ecosport,manual,6,petrol,1497,99535,1,581000,,,,,
renault,kwid,manual,2,petrol,,26312,1,446000,,,,,
maruti,dzire,manual,2,cng,1197,47217,2,795000,,,,,
maruti,ciaz,automatic,6,petrol,1373,46850,2,575000,,,,,
hyundai,i20,manual,8,petrol,1197,54148,1,493000,,,,,
honda,city,automatic,9,petrol,1497,39168,2,522000,,,,,
renault,kwid,manual,5,petrol,,66778,1,340000,,,,,
kia,sonet,manual,2,diesel,1493,23502,1,955000,,,,,
hyundai,creta,automatic,7,petrol,1591,67495,1,832000,,,,,
maruti,celerio,automatic,8,petrol,998,19759,1,403000,,,,,
honda,city,manual,9,petrol,1497,91368,1,497000,,,,,
maruti,swift,manual,11,petrol,1197,36536,1,319000,,,,,
nissan,magnite,manual,3,petrol,999,42886,1,672000,,,,,
kia,sonet,manual,3,diesel,1493,28209,1,979000,,,,,
maruti,new,manual,5,petrol,1197,19085,1,459000,,,,,
hyundai,verna,manual,9,petrol,1591,102445,2,472000,,,,,
maruti,swift,manual,12,petrol,1197,51629,1,266000,,,,,
maruti,wagon,manual,11,petrol,998,70322,2,229000,,,,,
hyundai,creta,manual,6,petrol,1591,48108,1,803000,,,,,
maruti,dzire,manual,4,petrol,,108051,2,552000,,,,,
hyundai,grand,manual,4,petrol,1197,56215,1,551000,,,,,
ford,ecosport,manual,6,petrol,1497,70008,1,652000,,,,,
hyundai,i20,manual,10,petrol,1197,85321,1,353000,,,,,
maruti,swift,manual,12,petrol,1197,43425,2,251000,,,,,
maruti,wagon,automatic,7,petrol,998,40144,1,393000,,,,,
maruti,wagon,manual,7,petrol,998,54614,1,346000,,,,,
hyundai,xcent,manual,6,cng,1197,60152,1,476000,,,,,
renault,duster,manual,5,diesel,1461,40838,1,713000,,,,,
maruti,swift,manual,7,petrol,1197,47968,1,408000,,,,,
hyundai,grand,manual,6,petrol,1197,75742,1,403000,,,,,
hyundai,verna,manual,11,petrol,1591,108787,1,374000,,,,,
maruti,baleno,manual,5,petrol,1197,65533,1,503000,,,,,
hyundai,venue,manual,4,petrol,998,43417,2,828000,,,,,
maruti,baleno,manual,5,petrol,1197,35337,1,540000,,,,,
maruti,swift,manual,7,petrol,1197,68304,1,486000,,,,,
tata,punch,manual,2,petrol,1199,20770,1,778000,,,,,
tata,tigor,manual,4,petrol,1199,17280,1,678000,,,,,
maruti,baleno,manual,7,petrol,1197,47472,1,520000,,,,,
volkswagen,vento,automatic,5,petrol,1197,30946,1,1056000,,,,,
mahindra,xuv500,automatic,5,diesel,2179,36879,2,1026000,,,,,
honda,city,automatic,8,petrol,1497,68957,1,671000,,,,,
honda,city,automatic,10,petrol,1497,69403,1,553000,,,,,
honda,city,manual,13,petrol,1497,88490,1,262000,,,,,
hyundai,grand,manual,2,petrol,1197,17035,1,628000,,,,,
hyundai,creta,manual,8,petrol,1591,77095,1,700000,,,,,
maruti,swift,manual,8,petrol,1197,40875,1,474000,,,,,
maruti,baleno,manual,3,petrol,1197,28415,1,638000,,,,,
tata,nexon,manual,3,petrol,1199,46101,1,769000,,,,,
hyundai,grand,automatic,10,petrol,1197,36652,1,393000,,,,,
maruti,ciaz,manual,5,petrol,1462,41735,1,719000,,,,,
maruti,baleno,automatic,5,petrol,1197,22779,2,643000,,,,,
mahindra,xuv500,manual,5,diesel,2179,46648,1,1099000,,,,,
maruti,wagon,manual,13,petrol,998,93282,1,163000,,,,,
tata,tiago,manual,4,petrol,1199,67014,1,489000,,,,,
maruti,s,manual,4,cng,998,64311,1,412000,,,,,
hyundai,grand,manual,7,cng,,99180,1,406000,,,,,
mahindra,xuv300,manual,3,diesel,1497,18252,2,961000,,,,,
honda,city,manual,8,petrol,1497,56424,2,609000,,,,,
hyundai,creta,manual,6,petrol,1591,103772,2,723000,,,,,
maruti,baleno,manual,3,petrol,1197,29923,1,606000,,,,,
maruti,baleno,manual,3,petrol,1197,41436,1,591000,,,,,
renault,triber,manual,2,petrol,999,7021,1,629000,,,,,
hyundai,creta,manual,6,petrol,,60193,1,803000,,,,,
tata,tigor,manual,3,petrol,1199,29667,2,508000,,,,,
hyundai,new,manual,5,petrol,1086,62309,1,407000,,,,,
volkswagen,vento,automatic,5,petrol,1197,58082,1,910000,,,,,
hyundai,grand,manual,9,petrol,1197,29116,1,363000,,,,,
maruti,s,manual,4,petrol,998,30782,1,369000,,,,,
honda,jazz,automatic,7,petrol,1199,95825,2,471000,,,,,
honda,jazz,manual,7,petrol,1199,59577,1,416000,,,,,
renault,triber,automatic,1,petrol,999,21044,1,741000,,,,,
renault,kwid,manual,4,petrol,999,11812,1,407000,,,,,
ford,ecosport,manual,5,diesel,1498,78701,1,705000,,,,,
hyundai,new,manual,3,petrol,1086,13421,1,472000,,,,,
hyundai,xcent,manual,10,petrol,1197,57224,1,332000,,,,,
renault,triber,manual,1,petrol,999,14050,1,683000,,,,,
mahindra,xuv500,manual,5,diesel,2179,55608,2,860000,,,,,
maruti,ciaz,manual,6,petrol,1462,51690,1,665000,,,,,
maruti,baleno,manual,3,petrol,1197,20654,1,603000,,,,,
hyundai,creta,automatic,5,petrol,1591,47323,1,1096000,,,,,
maruti,baleno,manual,6,petrol,1197,35462,1,535000,,,,,
hyundai,aura,manual,3,petrol,1197,30058,1,610000,,,,,
renault,triber,manual,3,petrol,999,28929,1,525000,,,,,
mahindra,xuv300,automatic,4,diesel,1497,64038,1,862000,,,,,
maruti,baleno,manual,3,petrol,1197,25705,1,669000,,,,,
maruti,celerio,automatic,6,petrol,998,35251,1,448000,,,,,
mahindra,xuv300,manual,5,diesel,1497,21843,2,692000,,,,,
kia,sonet,manual,2,petrol,998,15612,1,954000,,,,,
hyundai,i20,manual,10,petrol,1197,33251,1,389000,,,,,
hyundai,xcent,manual,3,cng,1197,30541,1,631000,,,,,
maruti,baleno,manual,5,petrol,,48969,1,629000,,,,,
maruti,ciaz,manual,7,petrol,1373,43537,1,647000,,,,,
hyundai,creta,automatic,7,petrol,1591,76048,2,828000,,,,,
maruti,ignis,manual,6,petrol,1197,31802,1,555000,,,,,
maruti,new,manual,2,petrol,1197,13103,1,568000,,,,,
maruti,new,manual,2,cng,998,38261,1,616000,,,,,
maruti,celerio,manual,5,petrol,998,63194,1,394000,,,,,
kia,seltos,automatic,3,diesel,1493,66666,1,1492000,,,,,
maruti,wagon,manual,10,petrol,998,32631,1,288000,,,,,
hyundai,grand,manual,2,petrol,1197,33898,1,651000,,,,,
maruti,wagon,manual,6,cng,998,80107,3,394000,,,,,
renault,kwid,manual,2,petrol,999,15362,1,408000,,,,,
maruti,wagon,manual,10,petrol,998,64539,2,236000,,,,,
tata,nexon,automatic,4,electric,,46001,1,1100000,,,,,
hyundai,grand,manual,9,petrol,1197,99453,1,339000,,,,,
honda,city,automatic,10,petrol,1497,47445,2,472000,,,,,
maruti,baleno,manual,5,petrol,1197,30890,2,582000,,,,,
honda,city,automatic,5,petrol,1497,68275,1,892000,,,,,
ford,ecosport,manual,5,petrol,1497,98296,2,616000,,,,,
hyundai,i20,manual,13,petrol,1197,89562,2,230000,,,,,
renault,kwid,manual,2,petrol,999,7168,1,421000,,,,,
renault,kwid,manual,5,petrol,999,34562,1,364000,,,,,
honda,city,manual,13,petrol,1497,61297,1,234000,,,,,
tata,nexon,manual,4,petrol,1199,62836,1,763000,,,,,
tata,tiago,manual,3,petrol,1199,47603,1,530000,,,,,
maruti,ciaz,manual,9,petrol,1373,119079,1,427000,,,,,
maruti,new,automatic,4,petrol,998,41307,2,477000,,,,,
nissan,magnite,manual,2,petrol,999,26583,1,874000,,,,,
tata,tiago,manual,3,petrol,1199,19878,1,574000,,,,,
maruti,ciaz,manual,9,petrol,1373,56050,1,512000,,,,,
maruti,new,manual,5,petrol,1197,34898,1,474000,,,,,
hyundai,verna,manual,12,petrol,1591,38005,1,356000,,,,,
renault,triber,manual,2,petrol,999,21089,1,613000,,,,,
hyundai,creta,automatic,4,petrol,1353,57541,1,1438000,,,,,
renault,kwid,automatic,4,petrol,999,12381,1,399000,,,,,
maruti,baleno,manual,4,petrol,1197,38482,1,602000,,,,,
maruti,s,manual,4,petrol,998,30057,1,403000,,,,,
honda,city,manual,9,petrol,1497,89726,1,523000,,,,,
maruti,baleno,manual,3,petrol,1197,20120,1,644000,,,,,
honda,brio,manual,9,petrol,1198,96395,1,327000,,,,,
hyundai,i20,manual,13,petrol,1197,97272,1,189000,,,,,
maruti,baleno,manual,8,petrol,1197,58639,2,459000,,,,,
maruti,baleno,manual,4,petrol,1197,31279,1,602000,,,,,
hyundai,grand,manual,9,petrol,1197,99108,1,322000,,,,,
hyundai,xcent,manual,6,cng,1197,90833,1,462000,,,,,
hyundai,i20,manual,13,petrol,,43796,1,214000,,,,,
tata,nexon,manual,2,petrol,1199,26202,1,1038000,,,,,
maruti,wagon,manual,9,petrol,998,66325,1,312000,,,,,
