brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
maruti,celerio x,automatic,6,petrol,,63528,1,495000,telangana,,,5,hatchback
maruti,swift,manual,12,petrol,,48005,1,313000,uttar pradesh,,,5,hatchback
maruti,alto k10,manual,8,petrol,,73344,3,298000,telangana,,,5,hatchback
honda,jazz,automatic,7,petrol,,70602,1,707000,karnataka,,,5,hatchback
maruti,swift,manual,7,diesel,,105133,1,593000,telangana,,,5,hatchback
renault,kwid,automatic,7,petrol,,52520,2,385000,karnataka,,,5,hatchback
hyundai,eon,manual,10,petrol,,48407,1,293000,tamil nadu,,,5,hatchback
maruti,celerio x,manual,7,petrol,,23991,1,463000,maharashtra,,,5,hatchback
maruti,dzire,automatic,6,petrol,,16568,1,615000,haryana,,,5,sedan
hyundai,creta,automatic,6,petrol,,71658,1,986000,delhi,,,5,suv
maruti,celerio,manual,2,petrol,,3742,1,605000,uttar pradesh,,,5,hatchback
hyundai,xcent,manual,9,petrol,,75360,1,401000,maharashtra,,,5,sedan
hyundai,grand i10,manual,8,petrol,,46894,3,488000,karnataka,,,5,hatchback
maruti,celerio,manual,6,petrol,,23405,1,483000,telangana,,,5,hatchback
maruti,swift dzire,automatic,9,petrol,,69690,1,932000,delhi,,,5,sedan
maruti,swift,manual,6,petrol,,55483,1,495000,delhi,,,5,hatchback
maruti,new wagon-r,manual,3,cng,,17189,1,599000,delhi,,,5,hatchback
maruti,swift,manual,11,diesel,,92389,2,401000,andhra pradesh,,,5,hatchback
hyundai,grand i10,manual,7,petrol,,35740,1,526000,maharashtra,,,5,hatchback
nissan,micra active,manual,5,petrol,,26274,1,526000,tamil nadu,,,5,hatchback
nissan,magnite,manual,2,petrol,,11850,1,718000,punjab,,,5,suv
maruti,celerio,automatic,6,petrol,,70689,1,495000,kerala,,,5,hatchback
maruti,baleno,manual,3,petrol,,36798,1,674000,haryana,,,5,hatchback
maruti,alto k10,manual,13,petrol,,25928,1,248000,karnataka,,,5,hatchback
maruti,s presso,manual,4,cng,,82366,1,452000,gujarat,,,5,hatchback
hyundai,creta,manual,8,petrol,,50947,1,792000,delhi,,,5,suv
hyundai,i10,manual,13,petrol,,108793,2,267000,,,,5,hatchback
maruti,celerio,automatic,9,cng,,96295,2,332000,delhi,,,5,hatchback
hyundai,elite i20,manual,6,petrol,,42849,1,554000,rajasthan,,,5,hatchback
datsun,redi go,manual,8,petrol,,10724,1,253000,maharashtra,,,5,hatchback
datsun,go plus,manual,6,petrol,,44386,1,429000,tamil nadu,,,5,hatchback
renault,triber,manual,4,petrol,,25179,2,619000,karnataka,,,5,suv
mahindra,xuv500,manual,5,diesel,,95338,1,885000,uttar pradesh,,,7,lux_suv
renault,kwid,manual,7,petrol,,85831,1,279000,kerala,,,5,hatchback
honda,amaze,manual,10,diesel,,94591,1,480000,gujarat,,,5,sedan
maruti,zen estilo,manual,14,petrol,,91626,1,163000,kerala,,,5,hatchback
hyundai,alcazar,manual,3,diesel,,22928,1,1776000,maharashtra,,,5,suv
toyota,yaris,automatic,6,petrol,,47140,2,621000,maharashtra,,,5,sedan
hyundai,verna,manual,6,petrol,,78994,1,529000,delhi,,,5,sedan
maruti,swift dzire,manual,9,petrol,,66694,1,445000,delhi,,,5,sedan
renault,kiger,manual,3,petrol,,19706,2,786000,rajasthan,,,5,hatchback
hyundai,venue,manual,5,diesel,,23797,2,827000,delhi,,,5,suv
maruti,ciaz,manual,8,diesel,,110103,1,650000,karnataka,,,5,sedan
hyundai,i20 active,manual,6,petrol,,120607,1,559000,,,,5,hatchback
renault,triber,manual,5,petrol,,10175,1,614000,west bengal,,,5,suv
honda,city,manual,7,petrol,,45915,1,874000,maharashtra,,,5,sedan
maruti,celerio,manual,6,petrol,,55847,1,457000,haryana,,,5,hatchback
hyundai,elite i20,manual,8,petrol,,47045,1,648000,tamil nadu,,,5,hatchback
hyundai,elite i20,manual,9,petrol,,58583,1,504000,telangana,,,5,hatchback
hyundai,elite i20,manual,7,petrol,,37701,1,512000,delhi,,,5,hatchback
hyundai,verna,manual,6,petrol,,95329,1,843000,rajasthan,,,5,sedan
bmw,3 series,automatic,11,diesel,,153870,3,1005000,chandigarh,,,5,lux_sedan
hyundai,xcent,manual,10,petrol,,57000,1,340000,bihar,,,5,sedan
maruti,ertiga,manual,9,petrol,,71877,2,708000,karnataka,,,5,suv
hyundai,elite i20,automatic,5,petrol,,39839,1,861000,punjab,,,5,hatchback
maruti,swift,manual,14,petrol,,115008,1,212000,,,,5,hatchback
volkswagen,vento,automatic,6,petrol,,43119,2,825000,uttar pradesh,,,5,sedan
hyundai,xcent,manual,5,petrol,,58973,1,334000,bihar,,,5,sedan
maruti,swift,automatic,6,petrol,,61326,1,616000,delhi,,,5,hatchback
maruti,s presso,manual,4,petrol,,11274,2,397750,uttar pradesh,,,5,hatchback
maruti,baleno,manual,7,petrol,,74006,1,413000,west bengal,,,5,hatchback
hyundai,new santro,automatic,3,petrol,,15869,1,539000,maharashtra,,,5,hatchback
hyundai,grand i10,manual,6,petrol,,39525,2,453000,haryana,,,5,hatchback
renault,kwid,manual,2,petrol,,6624,1,509000,delhi,,,5,hatchback
renault,triber,automatic,4,petrol,,21801,1,752000,tamil nadu,,,5,suv
maruti,alto 800,manual,11,cng,,13626,2,280000,maharashtra,,,5,hatchback
hyundai,i10,manual,9,petrol,,77569,1,393000,karnataka,,,5,hatchback
maruti,s presso,manual,4,cng,,53587,2,451000,maharashtra,,,5,hatchback
maruti,swift,automatic,6,petrol,,49578,1,711000,karnataka,,,5,hatchback
hyundai,aura,automatic,3,petrol,,41428,1,834000,karnataka,,,5,sedan
maruti,ritz,manual,14,petrol,,72199,2,160000,delhi,,,5,hatchback
maruti,s presso,manual,5,cng,,89221,1,341000,delhi,,,5,hatchback
maruti,swift,manual,7,diesel,,96391,1,601000,telangana,,,5,hatchback
maruti,celerio,automatic,7,petrol,,30623,1,494000,tamil nadu,,,5,hatchback
honda,wr-v,manual,7,diesel,,93767,2,617000,maharashtra,,,5,suv
maruti,baleno,manual,7,petrol,,66609,1,549000,haryana,,,5,hatchback
mahindra,thar,automatic,3,petrol,,9087,1,1585000,gujarat,,,5,suv
ford,ecosport,manual,5,petrol,,84035,1,722000,delhi,,,5,suv
maruti,ritz,manual,10,petrol,,62031,1,298000,haryana,,,5,hatchback
honda,amaze,automatic,5,petrol,,45245,1,685000,haryana,,,5,sedan
hyundai,grand i10,manual,9,petrol,,28744,2,382000,madhya pradesh,,,5,hatchback
honda,city,manual,12,cng,,76739,2,535000,gujarat,,,5,sedan
honda,amaze,manual,10,petrol,,93416,1,342000,delhi,,,5,sedan
hyundai,i10,manual,10,petrol,,54827,2,342000,maharashtra,,,5,hatchback
hyundai,grand i10 nios,manual,3,cng,,19693,1,649000,uttar pradesh,,,5,hatchback
hyundai,elite i20,manual,9,petrol,,42000,2,393000,west bengal,,,5,hatchback
maruti,swift,manual,13,petrol,,78858,1,219000,delhi,,,5,hatchback
maruti,wagon r 1.0,manual,11,petrol,,94581,2,355000,tamil nadu,,,5,hatchback
honda,amaze,manual,2,petrol,,25222,1,848000,tamil nadu,,,5,sedan
maruti,ciaz,manual,6,petrol,,61960,2,469000,maharashtra,,,5,sedan
maruti,wagon r 1.0,manual,13,petrol,,71957,1,249000,maharashtra,,,5,hatchback
hyundai,venue,automatic,5,petrol,,39413,1,932000,gujarat,,,5,suv
maruti,ciaz,automatic,8,petrol,,24731,1,647000,maharashtra,,,5,sedan
maruti,swift,automatic,6,petrol,,46509,1,676000,karnataka,,,5,hatchback
hyundai,grand i10,automatic,7,petrol,,52539,1,516000,maharashtra,,,5,hatchback
honda,amaze,automatic,8,petrol,,43803,1,873000,maharashtra,,,5,sedan
toyota,etios,manual,13,petrol,,42508,1,555000,maharashtra,,,5,sedan
maruti,swift,manual,10,petrol,,73889,1,471000,telangana,,,5,hatchback
maruti,s cross,manual,4,petrol,,40687,1,990000,telangana,,,5,suv
hyundai,eon,manual,11,petrol,,84171,2,241000,andhra pradesh,,,5,hatchback
ford,ecosport,manual,6,diesel,,54937,2,668000,west bengal,,,5,suv
maruti,swift,manual,8,petrol,,80664,1,379000,uttar pradesh,,,5,hatchback
honda,amaze,automatic,8,diesel,,72918,1,741000,rajasthan,,,5,sedan
hyundai,verna,manual,7,diesel,,48612,1,1409000,maharashtra,,,5,sedan
honda,jazz,automatic,7,petrol,,59541,1,588000,maharashtra,,,5,hatchback
honda,wr-v,manual,5,diesel,,53439,1,608000,delhi,,,5,suv
hyundai,verna,manual,8,diesel,,58454,2,386000,west bengal,,,5,sedan
maruti,swift,manual,5,petrol,,57265,1,643000,karnataka,,,5,hatchback
honda,amaze,manual,8,petrol,,51975,1,464000,haryana,,,5,sedan
maruti,ertiga,automatic,5,petrol,,33340,1,887000,haryana,,,5,suv
hyundai,grand i10,manual,10,petrol,,40940,2,438000,maharashtra,,,5,hatchback
renault,duster,manual,4,petrol,,95678,1,1056000,karnataka,,,5,suv
renault,kwid,manual,9,petrol,,22677,1,345000,karnataka,,,5,hatchback
maruti,baleno,manual,4,petrol,,22610,1,654000,uttar pradesh,,,5,hatchback
hyundai,i10,manual,8,petrol,,70593,1,345000,rajasthan,,,5,hatchback
ford,freestyle,manual,6,diesel,,59405,1,502000,delhi,,,5,suv
renault,duster,automatic,8,diesel,,56003,2,767000,karnataka,,,5,suv
honda,civic,manual,5,diesel,,94786,2,1359000,maharashtra,,,5,sedan
hyundai,new elantra,automatic,6,petrol,,83195,2,1332000,gujarat,,,5,lux_sedan
volkswagen,vento,automatic,8,diesel,,116897,1,629000,maharashtra,,,5,sedan
volkswagen,vento,manual,11,petrol,,105210,1,576000,,,,5,sedan
maruti,ciaz,manual,5,diesel,,110999,3,494000,tamil nadu,,,5,sedan
maruti,swift,manual,8,petrol,,52783,1,514000,tamil nadu,,,5,hatchback
maruti,celerio,manual,9,cng,,83408,1,432000,maharashtra,,,5,hatchback
hyundai,grand i10,manual,7,petrol,,66442,1,383000,bihar,,,5,hatchback
hyundai,grand i10,manual,9,petrol,,60817,2,475000,telangana,,,5,hatchback
datsun,redi go,manual,7,petrol,,32419,1,306000,telangana,,,5,hatchback
maruti,s presso,manual,4,cng,,71274,1,436000,maharashtra,,,5,hatchback
maruti,baleno,automatic,7,petrol,,70528,1,705000,tamil nadu,,,5,hatchback
maruti,celerio,manual,7,cng,,82305,1,440000,maharashtra,,,5,hatchback
hyundai,elite i20,manual,8,petrol,,49441,1,556000,haryana,,,5,hatchback
hyundai,venue,manual,3,diesel,,54210,1,1022000,maharashtra,,,5,suv
maruti,swift,manual,9,petrol,,58131,1,553000,karnataka,,,5,hatchback
tata,nexon,manual,5,diesel,,78651,1,647000,haryana,,,5,suv
hyundai,new i20 n line,automatic,3,petrol,,17079,1,1119000,uttar pradesh,,,5,hatchback
maruti,baleno,manual,6,petrol,,51413,2,506000,delhi,,,5,hatchback
maruti,wagon r 1.0,manual,13,cng,,49855,2,230000,delhi,,,5,hatchback
honda,amaze,manual,6,petrol,,16206,2,431000,tamil nadu,,,5,sedan
maruti,ertiga,manual,11,cng,,84558,2,585350,maharashtra,,,5,suv
maruti,baleno,automatic,8,petrol,,48042,1,642000,maharashtra,,,5,hatchback
hyundai,grand i10,manual,9,petrol,,61337,1,316000,west bengal,,,5,hatchback
honda,amaze,manual,9,petrol,,97135,2,392000,delhi,,,5,sedan
maruti,swift,manual,6,petrol,,56291,1,572000,haryana,,,5,hatchback
honda,jazz,automatic,7,petrol,,58070,1,605000,maharashtra,,,5,hatchback
maruti,s presso,manual,4,cng,,38169,1,491000,rajasthan,,,5,hatchback
maruti,wagon r 1.0,manual,12,cng,,58228,2,308000,maharashtra,,,5,hatchback
hyundai,new santro,manual,4,petrol,,62948,1,436000,maharashtra,,,5,hatchback
volkswagen,vento,manual,8,petrol,,47680,1,714000,tamil nadu,,,5,sedan
skoda,rapid,automatic,9,petrol,,20630,1,1347000,karnataka,,,5,sedan
maruti,vitara brezza,automatic,5,diesel,,45739,1,783800,haryana,,,5,suv
hyundai,elite i20,manual,8,petrol,,40841,1,699000,telangana,,,5,hatchback
maruti,swift,manual,12,petrol,,79695,1,323000,haryana,,,5,hatchback
maruti,swift dzire,automatic,9,petrol,,73002,2,513000,delhi,,,5,sedan
maruti,alto k10,manual,6,petrol,,47248,1,375000,punjab,,,5,hatchback
maruti,swift,automatic,5,diesel,,44954,1,810000,karnataka,,,5,hatchback
maruti,swift dzire,manual,11,diesel,,99860,1,444000,andhra pradesh,,,5,sedan
maruti,alto k10,automatic,9,petrol,,29293,1,343000,delhi,,,5,hatchback
maruti,celerio,automatic,10,petrol,,99227,1,372000,karnataka,,,5,hatchback
toyota,yaris,automatic,6,petrol,,64638,1,748000,gujarat,,,5,sedan
maruti,baleno,manual,6,petrol,,15063,1,601000,bihar,,,5,hatchback
maruti,alto,manual,5,cng,,51964,1,389000,delhi,,,5,hatchback
honda,jazz,automatic,9,petrol,,55145,1,587000,karnataka,,,5,hatchback
toyota,yaris,manual,6,petrol,,90619,1,700000,punjab,,,5,sedan
maruti,swift,manual,13,petrol,,56317,1,394000,karnataka,,,5,hatchback
hyundai,aura,automatic,3,petrol,,76506,2,877000,maharashtra,,,5,sedan
mahindra,tuv300,manual,5,diesel,,70065,1,809000,telangana,,,5,suv
honda,brio,manual,6,petrol,,14382,2,508000,gujarat,,,5,hatchback
hyundai,verna,automatic,4,petrol,,17216,1,952000,maharashtra,,,5,sedan
hyundai,elite i20,manual,9,petrol,,59470,1,658000,karnataka,,,5,hatchback
maruti,celerio,automatic,10,petrol,,23915,1,440000,karnataka,,,5,hatchback
maruti,swift,manual,12,petrol,,39155,1,397000,maharashtra,,,5,hatchback
maruti,celerio,automatic,7,petrol,,87814,2,456000,kerala,,,5,hatchback
ford,ecosport,manual,5,cng,,18014,2,823000,maharashtra,,,5,suv
maruti,alto,manual,3,cng,,37400,1,451000,maharashtra,,,5,hatchback
honda,city,manual,8,cng,,88437,1,651000,delhi,,,5,sedan
honda,jazz,manual,5,petrol,,36785,2,639000,uttar pradesh,,,5,hatchback
hyundai,grand i10,manual,6,petrol,,74256,1,463000,gujarat,,,5,hatchback
maruti,celerio x,manual,6,petrol,,63618,1,523000,karnataka,,,5,hatchback
maruti,ciaz,manual,5,diesel,,53713,1,714000,delhi,,,5,sedan
honda,amaze,automatic,6,petrol,,43353,1,1298000,karnataka,,,5,sedan
maruti,baleno,manual,6,petrol,,60525,1,527000,haryana,,,5,hatchback
ford,ecosport,automatic,5,petrol,,51442,1,778000,chandigarh,,,5,suv
honda,amaze,manual,8,petrol,,111247,2,460000,,,,5,sedan
hyundai,elite i20,manual,5,petrol,,40424,1,727000,telangana,,,5,hatchback
maruti,baleno,manual,8,petrol,,38385,1,513000,delhi,,,5,hatchback
maruti,dzire,manual,3,petrol,,76725,1,336000,west bengal,,,5,sedan
honda,city,manual,9,petrol,,81098,1,687000,karnataka,,,5,sedan
volkswagen,polo,manual,8,diesel,,81009,3,620000,tamil nadu,,,5,hatchback
maruti,baleno,manual,7,petrol,,78928,2,491000,gujarat,,,5,hatchback
hyundai,verna,manual,7,petrol,,59949,1,681800,gujarat,,,5,sedan
honda,city,manual,10,petrol,,77192,1,496000,haryana,,,5,sedan
maruti,s presso,manual,5,petrol,,93516,1,371000,rajasthan,,,5,hatchback
volkswagen,ameo,manual,8,petrol,,64851,2,411000,uttar pradesh,,,5,sedan
maruti,wagon r 1.0,manual,11,petrol,,46225,1,343000,maharashtra,,,5,hatchback
maruti,swift,manual,7,diesel,,124644,1,486000,uttar pradesh,,,5,hatchback
renault,duster,manual,9,diesel,,73259,2,555000,tamil nadu,,,5,suv
honda,amaze,manual,5,petrol,,22382,1,662000,delhi,,,5,sedan
renault,kwid,automatic,6,petrol,,18334,2,420000,maharashtra,,,5,hatchback
hyundai,creta,automatic,6,petrol,,68036,1,991000,delhi,,,5,suv
honda,jazz,manual,8,cng,,62526,1,552000,haryana,,,5,hatchback
honda,amaze,manual,10,petrol,,57121,1,375000,maharashtra,,,5,sedan
maruti,ciaz,manual,3,petrol,,20730,1,800000,haryana,,,5,sedan
maruti,alto 800,manual,10,petrol,,24027,1,211000,maharashtra,,,5,hatchback
renault,kwid,manual,6,petrol,,57389,1,345000,delhi,,,5,hatchback
maruti,dzire,manual,7,petrol,,12324,1,565000,delhi,,,5,sedan
honda,city,automatic,5,petrol,,10242,1,1009000,karnataka,,,5,sedan
hyundai,creta,manual,5,petrol,,52076,1,945000,uttar pradesh,,,5,suv
maruti,s presso,manual,4,petrol,,21656,1,414000,gujarat,,,5,hatchback
hyundai,elite i20,manual,5,petrol,,71277,1,682000,telangana,,,5,hatchback
maruti,ciaz,automatic,2,diesel,,76165,1,932000,tamil nadu,,,5,sedan
maruti,swift,manual,11,petrol,,61249,1,402000,gujarat,,,5,hatchback
skoda,octavia,automatic,7,diesel,,125006,1,1267000,maharashtra,,,5,lux_sedan
honda,amaze,manual,5,petrol,,17763,1,397000,delhi,,,5,sedan
tata,nexon,manual,3,petrol,,24093,1,941000,haryana,,,5,suv
maruti,alto k10,manual,5,cng,,56506,1,378000,haryana,,,5,hatchback
hyundai,creta,manual,8,petrol,,87976,1,776000,delhi,,,5,suv
renault,kwid,manual,5,petrol,,11722,1,403000,tamil nadu,,,5,hatchback
maruti,swift,manual,5,petrol,,64660,1,641000,tamil nadu,,,5,hatchback
hyundai,new santro,manual,2,cng,,25586,1,564000,uttar pradesh,,,5,hatchback
maruti,s presso,manual,3,petrol,,25844,1,426000,uttar pradesh,,,5,hatchback
honda,city,manual,9,petrol,,96488,2,520000,karnataka,,,5,sedan
maruti,celerio,manual,6,petrol,,23079,2,493000,karnataka,,,5,hatchback
maruti,swift dzire,manual,14,petrol,,80183,3,287000,maharashtra,,,5,sedan
hyundai,elite i20,manual,6,petrol,,27933,1,628000,maharashtra,,,5,hatchback
maruti,celerio,automatic,7,petrol,,35381,1,480000,haryana,,,5,hatchback
maruti,dzire,manual,7,petrol,,84712,1,508000,haryana,,,5,sedan
maruti,ciaz,manual,9,diesel,,75168,3,395000,tamil nadu,,,5,sedan
ford,ecosport,manual,6,diesel,,73059,1,676000,punjab,,,5,suv
toyota,etios liva,manual,11,diesel,,84319,2,435000,karnataka,,,5,hatchback
renault,kwid,automatic,3,petrol,,24619,2,531000,tamil nadu,,,5,hatchback
maruti,alto 800,manual,7,petrol,,44990,2,300000,telangana,,,5,hatchback
hyundai,elite i20,manual,6,petrol,,97326,1,601000,tamil nadu,,,5,hatchback
hyundai,elite i20,manual,8,petrol,,51264,2,550000,maharashtra,,,5,hatchback
hyundai,verna,manual,12,cng,,105524,2,335600,haryana,,,5,sedan
maruti,celerio,manual,3,petrol,,17929,1,533000,telangana,,,5,hatchback
hyundai,i10,manual,10,petrol,,45798,1,333000,karnataka,,,5,hatchback
maruti,wagon r 1.0,manual,9,petrol,,27588,1,372000,madhya pradesh,,,5,hatchback
hyundai,verna,manual,8,petrol,,65780,1,643000,telangana,,,5,sedan
renault,triber,automatic,4,petrol,,25264,2,673000,maharashtra,,,5,suv
maruti,swift,manual,10,petrol,,113521,1,488000,,,,5,hatchback
maruti,celerio,manual,7,cng,,66709,1,460000,maharashtra,,,5,hatchback
hyundai,creta,automatic,5,petrol,,54683,1,1186000,delhi,,,5,suv
renault,kwid,manual,5,petrol,,47008,1,407000,maharashtra,,,5,hatchback
tata,nexon,manual,3,diesel,,21344,1,849000,bihar,,,5,suv
hyundai,creta,automatic,5,diesel,,80459,1,1100000,uttar pradesh,,,5,suv
renault,duster,automatic,4,petrol,,49264,1,972000,tamil nadu,,,5,suv
hyundai,elite i20,manual,5,petrol,,49409,1,593000,uttar pradesh,,,5,hatchback
toyota,yaris,manual,3,petrol,,86630,2,431000,delhi,,,5,sedan
hyundai,i10,automatic,12,petrol,,35101,3,348000,kerala,,,5,hatchback
ford,freestyle,manual,6,petrol,,34380,1,653000,karnataka,,,5,suv
maruti,vitara brezza,manual,5,diesel,,77461,1,803000,tamil nadu,,,5,suv
tata,nexon,manual,6,diesel,,59599,1,657000,haryana,,,5,suv
hyundai,i10,manual,13,petrol,,70117,2,245000,maharashtra,,,5,hatchback
maruti,wagon r 1.0,manual,6,petrol,,52286,1,391000,uttar pradesh,,,5,hatchback
hyundai,elite i20,manual,8,petrol,,54708,1,694000,telangana,,,5,hatchback
maruti,ciaz,manual,7,petrol,,104073,2,623000,,,,5,sedan
hyundai,grand i10,automatic,7,petrol,,36405,1,542000,uttar pradesh,,,5,hatchback
hyundai,eon,manual,9,petrol,,82273,1,271000,maharashtra,,,5,hatchback
honda,city,automatic,6,petrol,,47802,1,934000,maharashtra,,,5,sedan
maruti,alto k10,manual,6,petrol,,66802,1,342000,gujarat,,,5,hatchback
maruti,celerio,manual,5,cng,,89573,1,501700,maharashtra,,,5,hatchback
maruti,dzire,manual,6,petrol,,56873,1,317000,uttar pradesh,,,5,sedan
maruti,dzire,automatic,7,diesel,,79240,1,771000,maharashtra,,,5,sedan
datsun,redi go,automatic,6,petrol,,37399,1,388000,haryana,,,5,hatchback
maruti,baleno,manual,6,diesel,,52948,1,581000,haryana,,,5,hatchback
renault,kwid,manual,6,petrol,,96475,1,373000,telangana,,,5,hatchback
maruti,swift dzire,manual,11,petrol,,50493,1,417000,maharashtra,,,5,sedan
maruti,swift,manual,9,diesel,,92777,1,389000,west bengal,,,5,hatchback
maruti,a star,automatic,13,petrol,,56992,1,269000,rajasthan,,,5,hatchback
volkswagen,polo,manual,12,diesel,,99913,1,306000,maharashtra,,,5,hatchback
maruti,baleno,manual,5,petrol,,29679,1,639000,uttar pradesh,,,5,hatchback
hyundai,new santro,manual,5,cng,,68865,1,478000,delhi,,,5,hatchback
nissan,magnite,manual,3,petrol,,16936,1,739000,maharashtra,,,5,suv
maruti,alto,manual,12,petrol,,64934,2,205000,andhra pradesh,,,5,hatchback
maruti,baleno,manual,7,petrol,,54407,1,564000,haryana,,,5,hatchback
maruti,swift dzire,manual,12,petrol,,48563,2,578000,gujarat,,,5,sedan
maruti,ciaz,manual,8,petrol,,56282,1,618000,delhi,,,5,sedan
maruti,new wagon-r,manual,5,cng,,21779,1,576000,delhi,,,5,hatchback
toyota,glanza,manual,3,petrol,,58508,1,708000,rajasthan,,,5,hatchback
hyundai,grand i10,manual,9,petrol,,54592,1,512000,karnataka,,,5,hatchback
mahindra,thar,manual,7,diesel,,63510,1,685000,uttar pradesh,,,5,suv
hyundai,new santro,manual,6,petrol,,70698,1,514000,madhya pradesh,,,5,hatchback
renault,kwid,manual,3,petrol,,15512,2,467000,karnataka,,,5,hatchback
mahindra,kuv100,manual,8,petrol,,90022,1,366000,maharashtra,,,5,suv
hyundai,new i20,manual,2,petrol,,7271,1,938000,chandigarh,,,5,hatchback
tata,tiago,automatic,6,petrol,,91442,1,498000,gujarat,,,5,hatchback
volkswagen,polo,manual,6,petrol,,56919,1,623000,telangana,,,5,hatchback
maruti,celerio,automatic,6,petrol,,117924,1,495000,,,,5,hatchback
datsun,go,manual,5,petrol,,25591,1,420000,madhya pradesh,,,5,hatchback
renault,duster,manual,10,diesel,,52550,1,625000,maharashtra,,,5,suv
maruti,celerio,automatic,7,petrol,,22308,2,478000,karnataka,,,5,hatchback
tata,tiago,manual,5,petrol,,13083,2,611000,telangana,,,5,hatchback
maruti,wagon r 1.0,manual,8,petrol,,91935,1,407000,telangana,,,5,hatchback
hyundai,grand i10,manual,5,petrol,,34005,1,566000,gujarat,,,5,hatchback
hyundai,grand i10,automatic,9,petrol,,35537,3,422000,rajasthan,,,5,hatchback
renault,kwid,manual,5,petrol,,26039,1,472000,karnataka,,,5,hatchback
maruti,new wagon-r,manual,4,cng,,64212,1,592000,telangana,,,5,hatchback
tata,nexon,automatic,3,petrol,,3948,1,952000,gujarat,,,5,suv
maruti,ciaz,manual,3,petrol,,95356,2,345000,west bengal,,,5,sedan
maruti,ciaz,manual,4,petrol,,68433,1,714000,punjab,,,5,sedan
hyundai,elite i20,manual,9,petrol,,94059,2,497000,maharashtra,,,5,hatchback
hyundai,new elantra,automatic,5,petrol,,37428,2,1539000,gujarat,,,5,lux_sedan
maruti,alto k10,manual,11,petrol,,85808,1,243000,kerala,,,5,hatchback
maruti,wagon r 1.0,manual,8,petrol,,64642,1,359000,delhi,,,5,hatchback
maruti,new wagon-r,manual,3,cng,,61651,1,558000,maharashtra,,,5,hatchback
hyundai,i10,manual,12,petrol,,21063,1,257000,uttar pradesh,,,5,hatchback
hyundai,new santro,manual,4,cng,,38751,1,573000,maharashtra,,,5,hatchback
hyundai,elite i20,manual,5,petrol,,18784,1,711000,maharashtra,,,5,hatchback
nissan,micra,automatic,7,petrol,,31476,1,545000,karnataka,,,5,hatchback
honda,wr-v,manual,7,petrol,,30033,1,798000,tamil nadu,,,5,suv
toyota,yaris,manual,6,petrol,,18326,1,733000,punjab,,,5,sedan
datsun,redi go,manual,7,petrol,,29220,1,219000,punjab,,,5,hatchback
maruti,alto k10,manual,12,petrol,,92682,2,206000,kerala,,,5,hatchback
renault,kwid,manual,8,petrol,,48652,2,299000,telangana,,,5,hatchback
mahindra,xuv500,manual,6,diesel,,83294,2,1086000,haryana,,,7,lux_suv
maruti,dzire,automatic,7,petrol,,78566,1,726000,telangana,,,5,sedan
tata,tiago,manual,7,petrol,,51405,3,423000,karnataka,,,5,hatchback
maruti,baleno,automatic,8,cng,,34820,2,610000,maharashtra,,,5,hatchback
mahindra,bolero neo,manual,3,diesel,,63146,1,833000,uttar pradesh,,,5,suv
hyundai,new santro,automatic,6,petrol,,76855,2,499000,karnataka,,,5,hatchback
renault,kiger,manual,3,petrol,,13808,1,837000,tamil nadu,,,5,hatchback
maruti,ignis,manual,5,petrol,,30098,1,539000,tamil nadu,,,5,hatchback
honda,city,manual,7,petrol,,69587,1,680000,karnataka,,,5,sedan
maruti,baleno,automatic,8,petrol,,62894,2,602000,karnataka,,,5,hatchback
maruti,celerio,automatic,8,petrol,,30940,2,336000,maharashtra,,,5,hatchback
honda,wr-v,manual,7,diesel,,71649,1,809000,maharashtra,,,5,suv
ford,ecosport,manual,6,diesel,,59589,1,794000,maharashtra,,,5,suv
honda,city,manual,4,diesel,,102002,1,478700,tamil nadu,,,5,sedan
honda,city,automatic,3,petrol,,33789,1,1387000,uttar pradesh,,,5,sedan
honda,jazz,manual,6,petrol,,29151,2,513000,gujarat,,,5,hatchback
volkswagen,polo,manual,8,petrol,,81031,1,378000,uttar pradesh,,,5,hatchback
maruti,wagon r 1.0,manual,7,petrol,,55676,2,423000,tamil nadu,,,5,hatchback
maruti,celerio,automatic,7,petrol,,120703,2,407000,,,,5,hatchback
maruti,swift,manual,3,petrol,,42516,1,660000,tamil nadu,,,5,hatchback
datsun,go plus,manual,6,petrol,,23154,1,414000,tamil nadu,,,5,hatchback
renault,kwid,manual,5,petrol,,38825,1,392000,west bengal,,,5,hatchback
hyundai,grand i10 nios,manual,3,cng,,50380,1,644000,delhi,,,5,hatchback
toyota,yaris,manual,6,petrol,,17875,2,1015000,karnataka,,,5,sedan
hyundai,grand i10,manual,8,petrol,,56022,1,502000,telangana,,,5,hatchback
hyundai,creta,manual,5,petrol,,48657,1,1007000,haryana,,,5,suv
maruti,dzire,manual,5,petrol,,22797,1,782000,uttar pradesh,,,5,sedan
maruti,wagon r 1.0,manual,9,petrol,,74759,1,342000,maharashtra,,,5,hatchback
hyundai,i10,manual,14,petrol,,62726,1,276000,karnataka,,,5,hatchback
maruti,baleno,manual,6,petrol,,29314,1,523000,west bengal,,,5,hatchback
maruti,swift,manual,12,petrol,,51873,2,367000,gujarat,,,5,hatchback
maruti,alto k10,manual,9,petrol,,46499,2,261000,punjab,,,5,hatchback
